,Tow Date,Make,Style,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
1377,2019-03-08,VW,4D,SIL,636U258,IL,701 N. Sacramento,(773) 265-7605,6952736
1378,2019-03-07,AUDI,SW,BLK,,IL,701 N. Sacramento,(773) 265-7605,6952572
1379,2019-03-07,BMW,LL,BLK,AH75860,IL,701 N. Sacramento,(773) 265-7605,6952617
1380,2019-03-07,BUIC,4D,TAN,BA61384,IL,10300 S. Doty,(773) 568-8495,2872437
1381,2019-03-07,BUIC,4D,GRY,ZV65524,IL,701 N. Sacramento,(773) 265-1846,1538460
1382,2019-03-07,BUIC,4T,DGR,AT60070,IL,701 N. Sacramento,(773) 265-7605,6952585
1383,2019-03-07,CADI,4D,BLK,Z202492,IL,701 N. Sacramento,(773) 265-7605,6952678
1384,2019-03-07,CADI,4D,WHI,551U074,IL,10300 S. Doty,(773) 568-8495,2872473
1385,2019-03-07,CADI,4D,BLK,AJ94587,IL,10300 S. Doty,(773) 568-8495,2872454
1386,2019-03-07,CHEV,2D,ONG,,IL,10300 S. Doty,(773) 568-8495,2872453
1387,2019-03-07,CHEV,2D,SIL,,IL,10300 S. Doty,(773) 568-8495,2872436
1388,2019-03-07,CHEV,4D,BLU,,IL,10300 S. Doty,(773) 568-8495,2872432
1389,2019-03-07,CHEV,4D,BRO,501U390,IL,701 N. Sacramento,(773) 265-7605,6952607
1390,2019-03-07,CHEV,4D,BLU,R846000,IL,10300 S. Doty,(773) 568-8495,2872472
1391,2019-03-07,CHEV,4D,BLK,BC14748,IL,10300 S. Doty,(773) 568-8495,2872466
1392,2019-03-07,CHEV,4D,GRY,AQ91396,IL,10300 S. Doty,(773) 568-8495,2872474
1393,2019-03-07,CHEV,4D,BLU,BE78456,IL,10300 S. Doty,(773) 568-8495,2872420
1394,2019-03-07,CHEV,4D,GRY,AB30704,IL,701 N. Sacramento,(773) 265-7605,6952598
1395,2019-03-07,CHEV,4D,BLK,BE24192,IL,701 N. Sacramento,(773) 265-7605,6952600
1396,2019-03-07,CHEV,4D,BRO,AZ94748,IL,10300 S. Doty,(773) 568-8495,2872421
1397,2019-03-07,CHEV,4T,GRY,Q639939,IL,701 N. Sacramento,(773) 265-7605,6952588
1398,2019-03-07,CHEV,4T,GRY,ZY43135,IL,10300 S. Doty,(773) 568-8495,2872444
1399,2019-03-07,CHEV,4T,SIL,AK34255,IL,10300 S. Doty,(773) 568-8495,2872451
1400,2019-03-07,CHEV,LL,GRN,HWK3017,TX,10300 S. Doty,(773) 568-8495,2872435
1401,2019-03-07,CHEV,LL,GRN,,IL,701 N. Sacramento,(773) 265-7605,6952714
1402,2019-03-07,CHEV,PK,BLK,1443357B,IL,701 N. Sacramento,(773) 265-7605,6952724
1403,2019-03-07,CHEV,PK,WHI,1408232B,IL,701 N. Sacramento,(773) 265-7605,6952586
1404,2019-03-07,CHRY,4D,MAR,AY65402,IL,701 N. Sacramento,(773) 265-7605,6952574
1405,2019-03-07,DODG,4D,WHI,Q726825,IL,701 N. Sacramento,(773) 265-7605,6952673
1406,2019-03-07,DODG,4D,GRY,AV90500,IL,10300 S. Doty,(773) 568-8495,2872464
1407,2019-03-07,FORD,4D,BLK,Y712266,IL,701 N. Sacramento,(773) 265-7605,6952602
1408,2019-03-07,FORD,4D,WHI,ZU65712,IL,701 N. Sacramento,(773) 265-7605,6952582
1409,2019-03-07,FORD,LL,GRY,AB46690,IL,701 N. Sacramento,(773) 265-7605,6952704
1410,2019-03-07,FORD,LL,BLK,Z613578,IL,10300 S. Doty,(773) 568-8495,2872438
1411,2019-03-07,FORD,LL,BLK,,IL,10300 S. Doty,(773) 568-8495,2872434
1412,2019-03-07,FORD,PK,WHI,2485002B,IL,701 N. Sacramento,(773) 265-7605,6952702
1413,2019-03-07,GEO,4D,WHI,,IL,701 N. Sacramento,(773) 265-7605,6952614
1414,2019-03-07,HOND,2D,RED,AP60160,IL,701 N. Sacramento,(773) 265-7605,6952707
1415,2019-03-07,HOND,4D,TAN,,IL,10300 S. Doty,(773) 568-8495,2872433
1416,2019-03-07,HOND,4D,GRY,AN21925,IL,701 N. Sacramento,(773) 265-7605,6952675
1417,2019-03-07,HYUN,4T,BGE,Z242710,IL,701 N. Sacramento,(773) 265-7605,6952593
1418,2019-03-07,HYUN,LL,GLD,AN60171,IL,701 N. Sacramento,(773) 265-7605,6952618
1419,2019-03-07,JAGU,4D,SIL,AH47800,IL,701 N. Sacramento,(773) 265-7605,6952667
1420,2019-03-07,JEEP,LL,RED,P439435,IL,701 N. Sacramento,(773) 265-7605,6952671
1421,2019-03-07,JEEP,LL,WHI,ZU24129,IL,701 N. Sacramento,(773) 265-7605,6952596
1422,2019-03-07,JEEP,LL,GRY,BC46080,IL,701 N. Sacramento,(773) 265-7605,6952726
1423,2019-03-07,JEEP,LL,BLK,,IL,10300 S. Doty,(773) 785-9752,1719012
1424,2019-03-07,JEEP,LL,BLK,AY51487,IL,701 N. Sacramento,(773) 265-7605,6952595
1425,2019-03-07,KIA,4D,GLD,Q342884,IL,701 N. Sacramento,(773) 265-7605,6952663
1426,2019-03-07,KIA,LL,TAN,Z295842,IL,701 N. Sacramento,(773) 265-7605,6952615
1427,2019-03-07,KIA,VN,LBL,542434,IL,701 N. Sacramento,(773) 265-7605,6952594
1428,2019-03-07,MAZD,4D,GRY,H498178,IL,701 N. Sacramento,(773) 265-7605,6952666
1429,2019-03-07,MAZD,4D,BLU,AS62168,IL,701 N. Sacramento,(773) 265-1846,1538459
1430,2019-03-07,MERC,4D,GRY,R492301,IL,701 N. Sacramento,(773) 265-7605,6952706
1431,2019-03-07,MERC,4D,GRY,AT46809,IL,701 N. Sacramento,(773) 265-7605,6952604
1432,2019-03-07,MERC,4D,RED,AP54887,IL,10300 S. Doty,(773) 785-9752,1719013
1433,2019-03-07,MITS,4D,SIL,,IL,10300 S. Doty,(773) 568-8495,2872427
1434,2019-03-07,MITS,LL,BLK,439762,IL,701 N. Sacramento,(773) 265-7605,6952716
1435,2019-03-07,MITS,LL,RED,,IL,701 N. Sacramento,(773) 265-7605,6952692
1436,2019-03-07,MITS,LL,BGE,,IL,701 N. Sacramento,(773) 265-7605,6952689
1437,2019-03-07,NISS,4D,WHI,955113,IL,701 N. Sacramento,(773) 265-7605,6952610
1438,2019-03-07,NISS,4D,BLK,ZU82387,IL,701 N. Sacramento,(773) 265-7605,6952688
1439,2019-03-07,NISS,4D,GRN,AW29879,IL,701 N. Sacramento,(773) 265-7605,6952674
1440,2019-03-07,NISS,LL,RED,AY57572,IL,701 N. Sacramento,(773) 265-7605,6952682
1441,2019-03-07,OLDS,4D,RED,185U435,IL,10300 S. Doty,(773) 568-8495,2872462
1442,2019-03-07,PONT,2D,SIL,BA30615,IL,701 N. Sacramento,(773) 265-7605,6952576
1443,2019-03-07,PONT,4D,SIL,373U182,IL,10300 S. Doty,(773) 568-8495,2872468
1444,2019-03-07,PONT,4D,WHI,AX5160,IL,701 N. Sacramento,(773) 265-7605,6952664
1445,2019-03-07,PONT,4D,SIL,BB12641,IL,701 N. Sacramento,(773) 265-7605,6952681
1446,2019-03-07,PONT,4D,GRN,AQ74484,IL,701 N. Sacramento,(773) 265-7605,6952665
1447,2019-03-07,PONT,SW,DBL,AR79689,IL,701 N. Sacramento,(773) 265-7605,6952589
1448,2019-03-07,SATR,4D,SIL,,IL,10300 S. Doty,(773) 568-8495,2872467
1449,2019-03-07,SUBA,SW,SIL,AX87182,IL,701 N. Sacramento,(773) 265-7605,6952695
1450,2019-03-07,TOYT,2D,RED,AAH5867,WI,701 N. Sacramento,(773) 265-7605,6952699
1451,2019-03-07,TOYT,4D,SIL,15201LE,IL,701 N. Sacramento,(773) 265-7605,6952584
1452,2019-03-07,,,WHI,P993573,IL,701 N. Sacramento,(773) 265-7605,6952708
1454,2019-03-06,AUDI,4D,GRY,AD29468,IL,701 N. Sacramento,(773) 265-7605,6952505
1455,2019-03-06,AUDI,4D,SIL,AT57487,IL,701 N. Sacramento,(773) 265-7605,6952535
1456,2019-03-06,BUIC,2D,WHI,,IL,10300 S. Doty,(773) 568-8495,2872403
1457,2019-03-06,BUIC,4D,BRO,,IL,701 N. Sacramento,(773) 265-1846,1538455
1458,2019-03-06,BUIC,4D,WHI,Q921779,IL,10300 S. Doty,(773) 568-8495,2872364
1459,2019-03-06,CHEV,4D,SIL,E861681,IL,10300 S. Doty,(773) 568-8495,2872412
1460,2019-03-06,CHEV,4D,WHI,BE83490,IL,701 N. Sacramento,(773) 265-7605,6952443
1461,2019-03-06,CHEV,4D,SIL,P4721V,WI,701 N. Sacramento,(773) 265-7605,6952438
1462,2019-03-06,CHEV,4D,MAR,238419,IL,701 N. Sacramento,(773) 265-7605,6952511
1463,2019-03-06,CHEV,4D,BLK,BB81940,IL,701 N. Sacramento,(773) 265-7605,6952440
1464,2019-03-06,CHEV,LL,RED,,IL,10300 S. Doty,(773) 568-8495,2872371
1465,2019-03-06,CHRY,4D,BLK,BA28832,IL,701 N. Sacramento,(773) 265-7605,6952490
1466,2019-03-06,CHRY,4D,BLK,AX87168,IL,701 N. Sacramento,(773) 265-7605,6952557
1467,2019-03-06,CHRY,4D,WHI,Q391959,IL,701 N. Sacramento,(773) 265-7605,6952547
1468,2019-03-06,CHRY,4D,BLK,W105AA,MO,10300 S. Doty,(773) 568-8495,2872363
1469,2019-03-06,CHRY,LL,BLU,P934020,IL,701 N. Sacramento,(773) 265-7605,6952519
1470,2019-03-06,CHRY,LL,MAR,V857393,IL,701 N. Sacramento,(773) 265-7605,6952518
1471,2019-03-06,CHRY,VN,BLK,AG42118,IL,701 N. Sacramento,(773) 265-7605,6952489
1472,2019-03-06,CHRY,VN,RED,212U686,IL,10300 S. Doty,(773) 785-9752,1538453
1473,2019-03-06,DODG,4D,GRN,AW21194,IL,10300 S. Doty,(773) 568-8495,2872372
1474,2019-03-06,DODG,LL,GRY,340U755,IL,701 N. Sacramento,(773) 265-7605,6952537
1475,2019-03-06,DODG,LL,SIL,ZY84867,IL,701 N. Sacramento,(773) 265-7605,6952036
1476,2019-03-06,DODG,PK,RED,4426RWB,IL,701 N. Sacramento,(773) 265-7605,6952432
1477,2019-03-06,DODG,VN,SIL,893XCW,WI,701 N. Sacramento,(773) 265-7605,6952455
1478,2019-03-06,DODG,VN,SIL,AF49382,IL,701 N. Sacramento,(773) 265-7605,6952510
1479,2019-03-06,FORD,4D,BLK,K212064,IN,10300 S. Doty,(773) 568-8495,2872402
1480,2019-03-06,FORD,4D,GLD,598U451,IL,10300 S. Doty,(773) 568-8495,2872366
1481,2019-03-06,FORD,LL,GRN,,IL,701 N. Sacramento,(773) 265-7605,6952569
1482,2019-03-06,FORD,LL,RED,558941,IL,701 N. Sacramento,(773) 265-7605,6952503
1483,2019-03-06,FORD,LL,BLK,Y850407,IL,701 N. Sacramento,(773) 265-7605,6952501
1484,2019-03-06,FORD,PK,WHI,,IL,701 N. Sacramento,(773) 265-7605,6952451
1485,2019-03-06,FORD,PK,SIL,HHV8781,OH,701 N. Sacramento,(773) 265-7605,6952494
1486,2019-03-06,FORD,SW,GRY,AZ18018,IL,701 N. Sacramento,(773) 265-7605,6952564
1487,2019-03-06,HOND,2D,SIL,,IL,10300 S. Doty,(773) 568-8495,2872397
1488,2019-03-06,HOND,4D,GRY,Q777868,IL,701 N. Sacramento,(773) 265-7605,6952553
1489,2019-03-06,HOND,4D,BLK,AQ41302,IL,10300 S. Doty,(773) 568-8495,2872395
1490,2019-03-06,HOND,4D,WHI,AT58263,IL,10300 S. Doty,(773) 785-9752,1719007
1491,2019-03-06,HOND,LL,BLU,AV45657,IL,701 N. Sacramento,(773) 265-7605,6952504
1492,2019-03-06,HYUN,4D,BLU,Q479225,IL,10300 S. Doty,(773) 568-8495,2872360
1493,2019-03-06,HYUN,LL,BLU,ZV36999,IL,701 N. Sacramento,(773) 265-7605,6952496
1494,2019-03-06,INFI,4D,SIL,AX21267,IL,701 N. Sacramento,(773) 265-7605,6952516
1495,2019-03-06,INFI,,SIL,AR16715,IL,701 N. Sacramento,(773) 265-7605,6952498
1496,2019-03-06,INFI,SE,YEL,51370SB,IL,10300 S. Doty,(773) 785-9752,1719009
1497,2019-03-06,INFI,SE,YEL,73511SB,IL,10300 S. Doty,(773) 785-9752,1719010
1498,2019-03-06,JEEP,LL,TAN,Y928550,IL,701 N. Sacramento,(773) 265-7605,6952541
1499,2019-03-06,JEEP,LL,BLK,A445604,IL,701 N. Sacramento,(773) 265-7605,6952517
1500,2019-03-06,JEEP,LL,RED,863591,IL,701 N. Sacramento,(773) 265-7605,6952559
1501,2019-03-06,JEEP,LL,BLK,AX23582,IL,701 N. Sacramento,(773) 265-7605,6952502
1502,2019-03-06,JEEP,LL,BLU,Q183928,IL,701 N. Sacramento,(773) 265-1846,1538458
1503,2019-03-06,KIA,4D,GLD,AS75254,IL,701 N. Sacramento,(773) 265-7605,6952570
1504,2019-03-06,KIA,4D,SIL,BB21356,IL,10300 S. Doty,(773) 568-8495,2872357
1505,2019-03-06,KIA,LL,BLK,AZ77749,IL,701 N. Sacramento,(773) 265-7605,6952568
1506,2019-03-06,LEXS,4D,SIL,H757414,IL,701 N. Sacramento,(773) 265-1846,1538457
1507,2019-03-06,LINC,4D,SIL,AX33584,IL,701 N. Sacramento,(773) 265-7605,6952493
1508,2019-03-06,MAZD,4D,SIL,E701607,IL,10300 S. Doty,(773) 568-8495,2872398
1509,2019-03-06,MAZD,4D,SIL,E230899,IL,701 N. Sacramento,(773) 265-7605,6952452
1510,2019-03-06,MAZD,4D,GLD,AJ24291,IL,701 N. Sacramento,(773) 265-7605,6952492
1511,2019-03-06,MERC,4D,GRY,867HKM,KY,701 N. Sacramento,(773) 265-1846,1538454
1512,2019-03-06,MERC,4D,GLD,BF81114,IL,10300 S. Doty,(773) 568-8495,2872368
1513,2019-03-06,MERC,4D,GRN,,IL,701 N. Sacramento,(773) 265-1846,1538450
1514,2019-03-06,MITT,4D,SIL,547U218,IL,10300 S. Doty,(773) 568-8495,2872414
1515,2019-03-06,NISS,4D,SIL,E216589,IL,701 N. Sacramento,(773) 265-7605,6952540
1516,2019-03-06,NISS,4D,GRY,,IL,701 N. Sacramento,(773) 265-7605,6952507
1517,2019-03-06,NISS,4D,BLK,Z476602,IL,10300 S. Doty,(773) 568-8495,2872410
1518,2019-03-06,NISS,4D,TAN,V761290,IL,701 N. Sacramento,(773) 265-7605,6952453
1519,2019-03-06,NISS,4D,RED,AB36292,IL,10300 S. Doty,(773) 568-8495,2872367
1520,2019-03-06,NISS,4D,WHI,704655,IL,701 N. Sacramento,(773) 265-7605,6952538
1521,2019-03-06,NISS,LL,BLU,AT19440,IL,701 N. Sacramento,(773) 265-7605,6952526
1522,2019-03-06,NISS,VN,GRY,E439674,IL,701 N. Sacramento,(773) 265-7605,6952536
1523,2019-03-06,PONT,4D,SIL,BE87764,IL,701 N. Sacramento,(773) 265-7605,6952562
1524,2019-03-06,PONT,4D,RED,454TGW,IN,10300 S. Doty,(773) 568-8495,2872373
1525,2019-03-06,SATR,4D,RED,E989612,IL,701 N. Sacramento,(773) 265-7605,6952456
1526,2019-03-06,SUBA,4D,BLK,Z262030,IL,10300 S. Doty,(773) 785-9752,1719011
1527,2019-03-06,SUZI,LL,BLK,Q620801,IL,701 N. Sacramento,(773) 265-7605,6952457
1528,2019-03-06,TOYT,4D,BLU,AT41798,IL,701 N. Sacramento,(773) 265-7605,6952523
1529,2019-03-06,TOYT,4D,RED,580962,IL,701 N. Sacramento,(773) 265-7605,6952550
1530,2019-03-06,TOYT,4D,RED,580962,IL,701 N. Sacramento,(773) 265-7605,6952550
1531,2019-03-06,VW,4D,RED,,IL,10300 S. Doty,(773) 785-9752,1719006
1532,2019-03-06,VOLV,4D,BLK,AX23141,IL,701 N. Sacramento,(773) 265-7605,6952499
1533,2019-03-06,ZCZY,MC,BLK,,IL,701 N. Sacramento,(773) 265-1846,1538449
1534,2019-03-05,ACUR,4D,WHI,BA71155,IL,701 N. Sacramento,(773) 265-1846,1538443
1535,2019-03-05,AUDI,4D,SIL,A451527,IL,701 N. Sacramento,(773) 265-7605,6952424
1536,2019-03-05,BUIC,4D,BLK,AH29022,IL,701 N. Sacramento,(773) 265-7605,6952414
1537,2019-03-05,CHEV,2D,BLK,,IL,10300 S. Doty,(773) 568-8495,2872305
1538,2019-03-05,CHEV,4D,RED,HLQ843,MS,10300 S. Doty,(773) 568-8495,2872315
1539,2019-03-05,CHEV,4D,MAR,HPP678,IA,701 N. Sacramento,(773) 265-7605,6952364
1540,2019-03-05,CHEV,4D,SIL,,IL,701 N. Sacramento,(773) 265-7605,6952413
1541,2019-03-05,CHEV,4D,GLD,517003,IL,10300 S. Doty,(773) 568-8495,2872336
1542,2019-03-05,CHEV,4D,TAN,00198733,IL,701 N. Sacramento,(773) 265-7605,6952416
1543,2019-03-05,DODG,4D,RED,K073667,IN,10300 S. Doty,(773) 568-8495,2872306
1544,2019-03-05,DODG,VN,WHI,6863FH,IL,10300 S. Doty,(773) 568-8495,2872338
1545,2019-03-05,DODG,VN,GRN,AQ45567,IL,10300 S. Doty,(773) 568-8495,2872312
1546,2019-03-05,DODG,VN,SIL,,IL,10300 S. Doty,(773) 785-9752,1719004
1547,2019-03-05,FORD,4D,GLD,,IL,701 N. Sacramento,(773) 265-7605,6952367
1548,2019-03-05,FORD,4D,RED,L850931,IL,10300 S. Doty,(773) 785-9752,1719005
1549,2019-03-05,FORD,4D,SIL,660U461,IL,10300 S. Doty,(773) 568-8495,2872308
1550,2019-03-05,FORD,PK,BLU,454U632,IL,701 N. Sacramento,(773) 265-7605,6952371
1551,2019-03-05,FORD,VN,RED,WEB791,IN,10300 S. Doty,(773) 568-8495,2872341
1552,2019-03-05,FORD,VN,GRY,,IL,10300 S. Doty,(773) 568-8495,2872309
1553,2019-03-05,GEO,4D,MAR,Q611179,IL,701 N. Sacramento,(773) 265-1846,1538440
1554,2019-03-05,HOND,2D,SIL,412U867,IL,10300 S. Doty,(773) 568-8495,2872342
1555,2019-03-05,HOND,4D,TAN,,IL,701 N. Sacramento,(773) 265-1846,1538433
1556,2019-03-05,HOND,4D,GRY,,IL,10300 S. Doty,(773) 568-8495,2872353
1557,2019-03-05,HOND,4D,BLK,AX19251,IL,701 N. Sacramento,(773) 265-7605,6952366
1558,2019-03-05,HOND,4D,BLU,,IL,701 N. Sacramento,(773) 265-1846,1538435
1559,2019-03-05,HOND,4D,GRY,,IL,701 N. Sacramento,(773) 265-7605,6952429
1560,2019-03-05,JEEP,4D,RED,,IL,10300 S. Doty,(773) 568-8495,2872307
1561,2019-03-05,JEEP,LL,GRY,W252AB,MO,10300 S. Doty,(773) 568-8495,2872319
1562,2019-03-05,LEXS,4D,RED,,IL,701 N. Sacramento,(773) 265-1846,1538434
1563,2019-03-05,MITS,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2872350
1564,2019-03-05,NISS,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2872348
1565,2019-03-05,NISS,LL,GRY,,IL,701 N. Sacramento,(773) 265-1846,1538444
1566,2019-03-05,PONT,2D,BLK,AN75679,IL,10300 S. Doty,(773) 568-8495,2872316
1567,2019-03-05,PONT,2T,RED,AH24288,IL,701 N. Sacramento,(773) 265-7605,6952370
1568,2019-03-05,PONT,4D,WHI,AG69447,IL,701 N. Sacramento,(773) 265-7605,6952365
1569,2019-03-05,PONT,4D,BLK,BF91220,IL,10300 S. Doty,(773) 568-8495,2872298
1570,2019-03-05,SATR,4D,GRY,,IL,701 N. Sacramento,(773) 265-7605,6952378
1571,2019-03-05,TOYT,2D,WHI,3390726,IL,10300 S. Doty,(773) 568-8495,2872345
1572,2019-03-05,TOYT,LL,WHI,,IL,701 N. Sacramento,(773) 265-1846,1538447
1573,2019-03-05,VW,4D,BLK,709531,IL,701 N. Sacramento,(773) 265-1846,1538436
1574,2019-03-04,ACUR,2D,BLK,613U010,IL,701 N. Sacramento,(773) 265-7605,6952288
1575,2019-03-04,ACUR,4D,WHI,AM78293,IL,10300 S. Doty,(773) 568-8495,2872235
1576,2019-03-04,ACUR,4D,GRY,E699793,IL,701 N. Sacramento,(773) 265-7605,6952292
1577,2019-03-04,ACUR,LL,GLD,AS77541,IL,10300 S. Doty,(773) 568-8495,2872243
1578,2019-03-04,AUDI,4D,SIL,160U198,IL,701 N. Sacramento,(773) 265-7605,6952284
1579,2019-03-04,BMW,LL,SIL,Z0880J,TN,10300 S. Doty,(773) 568-8495,2872276
1580,2019-03-04,BUIC,4D,BGE,479U974,IL,701 N. Sacramento,(773) 265-7605,6952291
1581,2019-03-04,BUIC,4D,SIL,BE77870,IL,10300 S. Doty,(773) 568-8495,2872288
1582,2019-03-04,BUIC,4D,BLU,ZZ26474,IL,10300 S. Doty,(773) 568-8495,2872236
1583,2019-03-04,BUIC,4D,SIL,BE91348,IL,10300 S. Doty,(773) 568-8495,2872283
1585,2019-03-04,CADI,4D,WHI,CLT7897,MI,701 N. Sacramento,(773) 265-7605,6952351
1586,2019-03-04,CHEV,2D,BLU,,IL,10300 S. Doty,(773) 568-8495,2872224
1587,2019-03-04,CHEV,4D,BLK,Q940144,IL,701 N. Sacramento,(773) 265-7605,6952285
1588,2019-03-04,CHEV,4D,BLK,Q356449,IL,701 N. Sacramento,(773) 265-7605,6952341
1589,2019-03-04,CHEV,4D,RED,,IL,701 N. Sacramento,(773) 265-7605,6952345
1590,2019-03-04,CHEV,4D,BLK,BF15495,IL,10300 S. Doty,(773) 568-8495,2872257
1591,2019-03-04,CHEV,4D,GLD,AD89824,IL,701 N. Sacramento,(773) 265-7605,6952290
1592,2019-03-04,CHEV,LL,SIL,AQH212,IN,10300 S. Doty,(773) 568-8495,2872277
1593,2019-03-04,CHEV,LL,BLK,734105,IL,701 N. Sacramento,(773) 265-7605,6952286
1594,2019-03-04,CHEV,LL,RED,727895,IL,701 N. Sacramento,(773) 265-7605,6952346
1595,2019-03-04,CHEV,PK,BLU,96337FF,IL,701 N. Sacramento,(773) 265-7605,6952311
1596,2019-03-04,CHEV,VN,SIL,,IL,10300 S. Doty,(773) 568-8495,2872240
1597,2019-03-04,CHEV,VN,GRN,,IL,10300 S. Doty,(773) 568-8495,2872261
1598,2019-03-04,CHEV,VN,WHI,Q864395,IL,701 N. Sacramento,(773) 265-7605,6952342
1599,2019-03-04,CHRY,4D,BLK,642U760,IL,10300 S. Doty,(773) 568-8495,2872234
1600,2019-03-04,CHRY,4D,GRY,AQ46563,IL,10300 S. Doty,(773) 568-8495,2872285
1601,2019-03-04,CHRY,LL,GLD,915QBH,IN,10300 S. Doty,(773) 568-8495,2872244
1602,2019-03-04,DODG,4D,RED,,IL,10300 S. Doty,(773) 568-8495,2872290
1603,2019-03-04,DODG,4D,WHI,ZX27964,IL,10300 S. Doty,(773) 568-8495,2872278
1604,2019-03-04,DODG,LL,DBL,663596,IL,701 N. Sacramento,(773) 265-7605,6952355
1605,2019-03-04,DODG,VN,RED,Q679163,IL,10300 S. Doty,(773) 568-8495,2872218
1606,2019-03-04,FORD,4D,GRY,,IL,10300 S. Doty,(773) 568-8495,2872291
1607,2019-03-04,FORD,4D,SIL,BB23403,IL,10300 S. Doty,(773) 568-8495,2872292
1608,2019-03-04,FORD,4D,MAR,AC00395,CT,701 N. Sacramento,(773) 265-7605,6952354
1609,2019-03-04,FORD,LL,SIL,ZU49555,IL,10300 S. Doty,(773) 568-8495,2872237
1610,2019-03-04,FORD,LL,BLU,AC44849,IL,10300 S. Doty,(773) 568-8495,2872228
1611,2019-03-04,FORD,LL,RED,590U166,IL,10300 S. Doty,(773) 568-8495,2872227
1612,2019-03-04,GMC,LL,WHI,AG05190,AZ,10300 S. Doty,(773) 568-8495,2872219
1613,2019-03-04,HOND,2D,BLU,AJ13341,IL,701 N. Sacramento,(773) 265-7605,6952348
1614,2019-03-04,HOND,4D,SIL,BB31746,IL,10300 S. Doty,(773) 568-8495,2872282
1615,2019-03-04,HYUN,4D,WHI,Z791758,IL,10300 S. Doty,(773) 568-8495,2872245
1616,2019-03-04,HYUN,4D,RED,ZY28255,IL,10300 S. Doty,(773) 568-8495,2872226
1617,2019-03-04,MERC,4D,WHI,ZY42692,IL,10300 S. Doty,(773) 568-8495,2872286
1618,2019-03-04,MERC,LL,BLK,Q678949,IL,10300 S. Doty,(773) 568-8495,2872281
1619,2019-03-04,MITS,4D,GRY,AW24140,IL,10300 S. Doty,(773) 568-8495,2872232
1620,2019-03-04,NISS,4D,SIL,,IL,10300 S. Doty,(773) 568-8495,2872241
1621,2019-03-04,NISS,4D,GRY,,IL,10300 S. Doty,(773) 568-8495,2872287
1622,2019-03-04,NISS,4D,GRN,BB45400,IL,701 N. Sacramento,(773) 265-7605,6952278
1623,2019-03-04,NISS,LL,SIL,AV85828,IL,10300 S. Doty,(773) 568-8495,2872255
1624,2019-03-04,NISS,LL,WHI,Z377248,IL,701 N. Sacramento,(773) 265-7605,6952339
1625,2019-03-04,NISS,VN,RED,,IL,701 N. Sacramento,(773) 265-7605,6952287
1626,2019-03-04,OLDS,LL,TAN,Z733259,IL,10300 S. Doty,(773) 568-8495,2872225
1627,2019-03-04,OLDS,LL,WHI,AW22860,IL,701 N. Sacramento,(773) 265-7605,6952360
1629,2019-03-04,PONT,4D,SIL,,IL,10300 S. Doty,(773) 568-8495,2872217
1630,2019-03-04,SATR,2T,TAN,AW24307,IL,400 E. Lower Wacker,(312) 744-7550,200319
1631,2019-03-04,TOYT,4D,RED,,IL,10300 S. Doty,(773) 568-8495,2872275
1632,2019-03-04,TOYT,4D,BLK,AP45465,IL,10300 S. Doty,(773) 568-8495,2872242
1633,2019-03-04,TOYT,LL,GRY,WSD42,IL,701 N. Sacramento,(773) 265-7605,6952220
1635,2019-03-03,CHEV,4D,BLK,BH36441,IL,701 N. Sacramento,(773) 265-7605,6952111
1636,2019-03-03,CHEV,4D,RED,AS76570,IL,10300 S. Doty,(773) 568-8495,2872108
1637,2019-03-03,CHEV,4D,GRY,PLU847,IL,10300 S. Doty,(773) 568-8495,2872173
1638,2019-03-03,CHEV,4D,LBL,AL27554,IL,701 N. Sacramento,(773) 265-7605,6952254
1640,2019-03-03,CHEV,4D,BLU,531410,IL,10300 S. Doty,(773) 568-8495,2872208
1641,2019-03-03,CHEV,4D,BLU,BE89381,IL,10300 S. Doty,(773) 568-8495,2872109
1642,2019-03-03,CHEV,4D,SIL,BA26134,IL,701 N. Sacramento,(773) 265-7605,6952113
1643,2019-03-03,CHEV,LL,RED,537D24,MI,10300 S. Doty,(773) 568-8495,2872186
1644,2019-03-03,CHEV,LL,TAN,2266648B,IL,10300 S. Doty,(773) 568-8495,2872170
1645,2019-03-03,CHEV,LL,TAN,AT63233,IL,10300 S. Doty,(773) 568-8495,2872201
1646,2019-03-03,CHEV,LL,BLK,S736313,IL,10300 S. Doty,(773) 568-8495,2872200
1647,2019-03-03,CHEV,VN,GRY,613U035,IL,701 N. Sacramento,(773) 265-7605,6952263
1648,2019-03-03,CHEV,VN,BRO,AX24992,IL,701 N. Sacramento,(773) 265-7605,6952116
1649,2019-03-03,CHRY,4D,GRY,AX13829,IL,10300 S. Doty,(773) 568-8495,2872209
1650,2019-03-03,CHRY,4T,SIL,H979124,IL,10300 S. Doty,(773) 568-8495,2872120
1651,2019-03-03,CHRY,LL,TAN,3376646,IL,10300 S. Doty,(773) 568-8495,2872171
1652,2019-03-03,CHRY,VN,BLU,AEE9138,WI,10300 S. Doty,(773) 568-8495,2872211
1653,2019-03-03,DODG,4D,BLK,AF25648,IL,701 N. Sacramento,(773) 265-7605,6952259
1654,2019-03-03,DODG,4D,BLU,,IL,10300 S. Doty,(773) 568-8495,2872182
